simplified,traditional,pinyin,zhuyin,meaning,hsk_level,pos,frequency_hsk,frequency_rank_hsk,hsk_level_main,frequency_subtlex,per_million,log_frequency,context_diversity,context_diversity_pct,log_context_diversity,frequency_rank_subtlex,in_subtlex
折,摺,zhé,ㄓㄜˊ,"to snap; to break (a stick, a bone etc); (bound form) to sustain a loss (in business); to turn sth over; to turn upside down; to tip sth out (of a container); to break; to fracture; to snap; to suffer loss; to bend; to twist; to turn; to change direction; convinced; to convert into (currency); discount; rebate; tenth (in price); classifier for theatrical scenes; to fold; accounts book; variant of 折[zhe2]; to fold",6,动,1201290,1739,6,391.0,11.66,2.5922,298.0,4.77,2.4742,2485.0,True
动力,動力,dònglì,ㄉㄨㄥˋ ㄌㄧˋ,motive power; (fig.) motivation; impetus,6,名,1199531,1740,6,621.0,18.51,2.7931,448.0,7.18,2.6513,2257.0,True
住宅,住宅,zhùzhái,ㄓㄨˋ ㄓㄞˊ,residence; dwelling; abode,6,名,1198989,1742,6,164.0,4.89,2.2148,146.0,2.34,2.1644,2712.0,True
祝福,祝福,zhùfú,ㄓㄨˋ ㄈㄨˊ,blessings; to wish sb well,6,动,1197671,1744,6,613.0,18.27,2.7875,449.0,7.19,2.6522,2264.0,True
攻击,攻擊,gōngjī,ㄍㄨㄥ ㄐㄧ,to attack; to accuse; to charge; an attack (terrorist or military),6,动,1193190,1753,6,2677.0,79.8,3.4276,1267.0,20.29,3.1028,1051.0,True
房价,房價,fángjià,ㄈㄤˊ ㄐㄧㄚˋ,house price; cost of housing,6,名,1176621,1762,6,18.0,0.54,1.2553,17.0,0.27,1.2304,2858.0,True
联合国,聯合國,Liánhéguó,ㄌㄧㄢˊ ㄏㄜˊ ㄍㄨㄛˊ,United Nations,6,名,1171369,1764,6,282.0,8.41,2.4502,123.0,1.97,2.0899,2594.0,True
摆,襬,bǎi,ㄅㄞˇ,to arrange; to exhibit; to move to and fro; a pendulum; hem (at the bottom of a garment),6,动,1166038,1776,6,1674.0,49.9,3.2238,1007.0,16.13,3.003,1460.0,True
官,官,guān,ㄍㄨㄢ,surname Guan; government official; governmental; official; public; organ of the body; CL:個|个[ge4],6,名,1152178,1791,6,1764.0,52.58,3.2465,729.0,11.68,2.8627,1404.0,True
法规,法規,fǎguī,ㄈㄚˇ ㄍㄨㄟ,legislation; statute,6,名,1149368,1796,6,117.0,3.49,2.0682,86.0,1.38,1.9345,2759.0,True
疼,疼,téng,ㄊㄥˊ,(it) hurts; sore; to love dearly,2（6）,形、（动）,1148361,1797,2,2477.0,73.84,3.3939,1323.0,21.19,3.1216,1108.0,True
至于,至於,zhìyú,ㄓˋ ㄩˊ,as for; as to; to go so far as to,6,动、介,1145362,1799,6,735.0,21.91,2.8663,630.0,10.09,2.7993,2147.0,True
坚决,堅決,jiānjué,ㄐㄧㄢ ㄐㄩㄝˊ,firm; resolute; determined,6,形,1142094,1806,6,176.0,5.25,2.2455,163.0,2.61,2.2122,2700.0,True
战斗,戰鬥,zhàndòu,ㄓㄢˋ ㄉㄡˋ,"to fight; to engage in combat; struggle; battle; CL:場|场[chang2],次[ci4]",6,名、动,1134031,1818,6,1817.0,54.16,3.2594,792.0,12.69,2.8987,1375.0,True
凌晨,凌晨,língchén,ㄌㄧㄥˊ ㄔㄣˊ,very early in the morning; in the wee hours,6,名,1128921,1824,6,727.0,21.67,2.8615,544.0,8.71,2.7356,2155.0,True
武器,武器,wǔqì,ㄨˇ ㄑㄧˋ,weapon; arms; CL:種|种[zhong3],6,名,1119802,1840,6,3654.0,108.92,3.5628,1476.0,23.64,3.1691,825.0,True
率,率,lǜ,ㄌㄩˋ,(bound form) ratio; rate; proportion; to lead; to command; rash; hasty; frank; straightforward; generally; usually,6,后缀,1114208,1850,6,629.0,18.75,2.7987,460.0,7.37,2.6628,2249.0,True
样,樣,yàng,ㄧㄤˋ,"manner; pattern; way; appearance; shape; classifier: kind, type",6,量,1111779,1851,6,2345.0,69.9,3.3701,1680.0,26.91,3.2253,1153.0,True
症状,症狀,zhèngzhuàng,ㄓㄥˋ ㄓㄨㄤˋ,symptom (of an illness),6,名,1109571,1853,6,783.0,23.34,2.8938,433.0,6.94,2.6365,2102.0,True
天下,天下,tiānxià,ㄊㄧㄢ ㄒㄧㄚˋ,land under heaven; the whole world; the whole of China; realm; rule,6,名,1105623,1860,6,318.0,9.48,2.5024,256.0,4.1,2.4082,2558.0,True
宽,寬,kuān,ㄎㄨㄢ,surname Kuan; wide; broad; loose; relaxed; lenient,5（6）,形、名、（动）,1100797,1865,5,396.0,11.8,2.5977,295.0,4.73,2.4698,2480.0,True
总理,總理,zǒnglǐ,ㄗㄨㄥˇ ㄌㄧˇ,"premier; prime minister; CL:個|个[ge4],位[wei4],名[ming2]",6,名,1083558,1889,6,152.0,4.53,2.1818,68.0,1.09,1.8325,2724.0,True
胸,胸,xiōng,ㄒㄩㄥ,variant of 胸[xiong1]; chest; bosom; heart; mind; thorax,6,名,1081533,1894,6,1031.0,30.73,3.0133,655.0,10.49,2.8162,1883.0,True
病毒,病毒,bìngdú,ㄅㄧㄥˋ ㄉㄨˊ,virus,6,名,1076702,1901,6,1110.0,33.09,3.0453,329.0,5.27,2.5172,1816.0,True
团结,團結,tuánjié,ㄊㄨㄢˊ ㄐㄧㄝˊ,to unite; unity; solidarity; united,6,动、形,1068353,1908,6,531.0,15.83,2.7251,375.0,6.01,2.574,2345.0,True
渠道,渠道,qúdào,ㄑㄩˊ ㄉㄠˋ,irrigation ditch; (fig.) channel; means,6,名,1067520,1909,6,156.0,4.65,2.1931,138.0,2.21,2.1399,2720.0,True
印,印,yìn,ㄧㄣˋ,"surname Yin; abbr. for 印度[Yin4 du4], India; to print; to mark; to engrave; a seal; a print; a stamp; a mark; a trace; image",6,名、动,1065594,1913,6,1353.0,40.33,3.1313,750.0,12.01,2.8751,1647.0,True
军队,軍隊,jūnduì,ㄐㄩㄣ ㄉㄨㄟˋ,"armed forces; troops; CL:支[zhi1],個|个[ge4]",6,名,1062447,1916,6,1870.0,55.74,3.2718,800.0,12.81,2.9031,1354.0,True
支撑,支撐,zhīchēng,ㄓ ㄔㄥ,to prop up; to support; strut; brace,6,动,1057018,1927,6,225.0,6.71,2.3522,193.0,3.09,2.2856,2651.0,True
异常,異常,yìcháng,ㄧˋ ㄔㄤˊ,unusual; abnormal; extremely; exceptionally,6,形、副,1055370,1930,6,844.0,25.16,2.9263,569.0,9.11,2.7551,2045.0,True
成交,成交,chéngjiāo,ㄔㄥˊ ㄐㄧㄠ,to complete a contract; to reach a deal,6,动,1052014,1935,6,632.0,18.84,2.8007,453.0,7.26,2.6561,2246.0,True
金额,金額,jīn'é,ㄐㄧㄣ ㄜˊ,sum of money; monetary value,6,名,1051944,1936,6,118.0,3.52,2.0719,97.0,1.55,1.9868,2758.0,True
射,射,shè,ㄕㄜˋ,old variant of 射[she4]; to shoot; to launch; to allude to; radio- (chemistry),6,动,1049212,1941,6,2530.0,75.42,3.4031,1280.0,20.5,3.1072,1091.0,True
兵,兵,bīng,ㄅㄧㄥ,soldiers; a force; an army; weapons; arms; military; warlike; CL:個|个[ge4],6,名,1046156,1942,6,879.0,26.2,2.944,375.0,6.01,2.574,2011.0,True
权力,權力,quánlì,ㄑㄩㄢˊ ㄌㄧˋ,power; authority,6,名,1044535,1943,6,1148.0,34.22,3.0599,777.0,12.45,2.8904,1789.0,True
泡,泡,pào,ㄆㄠˋ,puffed; swollen; spongy; small lake (esp. in place names); classifier for urine or feces; bubble; foam; blister; to soak; to steep; to infuse; to dawdle; to loiter; to pick up (a girl); to get off with (a sexual partner); classifier for occurrences of an action; classifier for number of infusions,6,名、动,1043821,1945,6,1103.0,32.88,3.0426,771.0,12.35,2.8871,1820.0,True
初步,初步,chūbù,ㄔㄨ ㄅㄨˋ,initial; preliminary; tentative,6,形,1042795,1948,6,217.0,6.47,2.3365,190.0,3.04,2.2788,2659.0,True
田,田,tián,ㄊㄧㄢˊ,surname Tian; field; farm; CL:片[pian4],6,名,1035114,1958,6,495.0,14.76,2.6946,156.0,2.5,2.1931,2381.0,True
料,料,liào,ㄌㄧㄠˋ,material; stuff; grain; feed; to expect; to anticipate; to guess,6,动,1034394,1961,6,763.0,22.74,2.8825,610.0,9.77,2.7853,2119.0,True
检验,檢驗,jiǎnyàn,ㄐㄧㄢˇ ㄧㄢˋ,to inspect; to examine; to test,6,动,1030118,1969,6,386.0,11.51,2.5866,262.0,4.2,2.4183,2490.0,True
编,編,biān,ㄅㄧㄢ,to weave; to plait; to organize; to group; to arrange; to edit; to compile; to write; to compose; to fabricate; to make up,6,动,1030076,1970,6,1943.0,57.92,3.2885,881.0,14.11,2.945,1313.0,True
排名,排名,páimíng,ㄆㄞˊ ㄇㄧㄥˊ,"to rank (1st, 2nd etc); ranking",6,动,1024772,1973,6,204.0,6.08,2.3096,143.0,2.29,2.1553,2672.0,True
纯,純,chún,ㄔㄨㄣˊ,pure; simple; unmixed; genuine,6,形、副,1024627,1974,6,464.0,13.83,2.6665,337.0,5.4,2.5276,2412.0,True
定位,定位,dìngwèi,ㄉㄧㄥˋ ㄨㄟˋ,to orientate; to position; to categorize (as); to characterize (as); positioning; position; niche,6,动、名,1024365,1975,6,461.0,13.74,2.6637,337.0,5.4,2.5276,2415.0,True
理念,理念,lǐniàn,ㄌㄧˇ ㄋㄧㄢˋ,idea; concept; philosophy; theory,6,名,1022161,1980,6,205.0,6.11,2.3118,139.0,2.23,2.143,2671.0,True
引导,引導,yǐndǎo,ㄧㄣˇ ㄉㄠˇ,to guide; to lead (around); to conduct; to boot; introduction; primer,6,动,1020014,1982,6,355.0,10.58,2.5502,282.0,4.52,2.4502,2521.0,True
持有,持有,chíyǒu,ㄔˊ ㄧㄡˇ,"to hold (passport, views etc)",6,动,1016440,1985,6,300.0,8.94,2.4771,249.0,3.99,2.3962,2576.0,True
爆炸,爆炸,bàozhà,ㄅㄠˋ ㄓㄚˋ,explosion; to explode; to blow up; to detonate,6,动,1016328,1986,6,2413.0,71.93,3.3826,992.0,15.89,2.9965,1131.0,True
装备,裝備,zhuāngbèi,ㄓㄨㄤ ㄅㄟˋ,equipment; to equip; to outfit,6,动、名,1012113,1993,6,638.0,19.02,2.8048,454.0,7.27,2.6571,2240.0,True
卷,捲,juǎn,ㄐㄩㄢˇ,"to roll up; (fig.) to sweep up; to engulf; to drag into (a situation); (slang) to compete to an unhealthy degree; hypercompetitive; a roll; classifier for small rolled-up things (wad of paper money, movie reel etc); to roll up; to sweep up; to carry along; a roll; classifier for rolls, spools etc; scroll; book; volume; chapter; examination paper; classifier for books, paintings: volume, scroll",6,动、名、量,990239,2023,6,1464.0,43.64,3.1655,953.0,15.27,2.9791,1574.0,True
瞬间,瞬間,shùnjiān,ㄕㄨㄣˋ ㄐㄧㄢ,in an instant; in a flash,6,名,989801,2026,6,364.0,10.85,2.5611,288.0,4.61,2.4594,2512.0,True
扣,釦,kòu,ㄎㄡˋ,"to fasten; to button; button; buckle; knot; to arrest; to confiscate; to deduct (money); discount; to knock; to smash, spike or dunk (a ball); to cover (with a bowl etc); (fig.) to tag a label on sb; (Tw) (loanword) code; button",6,动、名,985803,2032,6,988.0,29.45,2.9948,723.0,11.58,2.8591,1923.0,True
母,母,mǔ,ㄇㄨˇ,mother; elderly female relative; origin; source; (of animals) female,6,形,983780,2035,6,1061.0,31.63,3.0257,601.0,9.63,2.7789,1855.0,True
评估,評估,pínggū,ㄆㄧㄥˊ ㄍㄨ,to evaluate; to assess; assessment; evaluation,6,动,979441,2040,6,536.0,15.98,2.7292,364.0,5.83,2.5611,2340.0,True
货币,貨幣,huòbì,ㄏㄨㄛˋ ㄅㄧˋ,currency; monetary; money,6,名,977007,2046,6,123.0,3.67,2.0899,92.0,1.47,1.9638,2753.0,True
年度,年度,niándù,ㄋㄧㄢˊ ㄉㄨˋ,"year (e.g. school year, fiscal year); annual",6,名,976844,2047,6,401.0,11.95,2.6031,305.0,4.89,2.4843,2475.0,True
打造,打造,dǎzào,ㄉㄚˇ ㄗㄠˋ,to create; to build; to develop; to forge (of metal),6,动,973872,2052,6,166.0,4.95,2.2201,121.0,1.94,2.0828,2710.0,True
解放,解放,jiěfàng,ㄐㄧㄝˇ ㄈㄤˋ,to liberate; to emancipate; liberation; refers to the Communists' victory over the Nationalists in 1949; CL:次[ci4],6,动,971595,2060,6,380.0,11.33,2.5798,267.0,4.28,2.4265,2496.0,True
仪式,儀式,yíshì,ㄧˊ ㄕˋ,ceremony,6,名,970969,2061,6,1057.0,31.51,3.0241,578.0,9.26,2.7619,1859.0,True
决策,決策,juécè,ㄐㄩㄝˊ ㄘㄜˋ,strategic decision; decision-making; policy decision; to determine policy,6,动、名,968124,2065,6,132.0,3.93,2.1206,98.0,1.57,1.9912,2744.0,True
结,結,jiē,ㄐㄧㄝˊ,(of a plant) to produce (fruit or seeds); Taiwan pr. [jie2]; knot; sturdy; bond; to tie; to bind; to check out (of a hotel),6,动,966291,2066,6,1627.0,48.5,3.2114,1069.0,17.12,3.029,1485.0,True
肝,肝,gān,ㄍㄢ,"liver (CL:葉|叶[ye4]); (slang) to put in long hours, typically late into the night, playing (a video game); (of a video game) involving a lot of repetition in order to progress; grindy",6,名,964863,2067,6,240.0,7.15,2.3802,157.0,2.51,2.1959,2636.0,True
恨,恨,hèn,ㄏㄣˋ,to hate; to regret,6,动,964055,2069,6,3077.0,91.72,3.4881,1680.0,26.91,3.2253,943.0,True
一道,一道,yídào,ㄧ ㄉㄠˋ,together,6,副,963824,2070,6,64.0,1.91,1.8062,55.0,0.88,1.7404,2812.0,True
肿,腫,zhǒng,ㄓㄨㄥˇ,to swell; swelling; swollen,6,动,962001,2077,6,252.0,7.51,2.4014,210.0,3.36,2.3222,2624.0,True
吐,吐,tǔ,ㄊㄨˇ,"to spit; to send out (silk from a silkworm, bolls from cotton flowers etc); to say; to pour out (one's grievances); to vomit; to throw up",6,动,961490,2080,6,1911.0,56.97,3.2813,1139.0,18.24,3.0565,1333.0,True
治理,治理,zhìlǐ,ㄓˋ ㄌㄧˇ,to govern; to administer; to manage; to control; governance,6,动,956848,2085,6,42.0,1.25,1.6232,31.0,0.5,1.4914,2834.0,True
谈判,談判,tánpàn,ㄊㄢˊ ㄆㄢˋ,to negotiate; negotiation; talks; conference; CL:個|个[ge4],6,动,956790,2086,6,682.0,20.33,2.8338,369.0,5.91,2.567,2198.0,True
齐,齊,qí,ㄑㄧˊ,(name of states and dynasties at several different periods); surname Qi; neat; even; level with; identical; simultaneous; all together; to even sth out,5（6）,形、（动、副）,956429,2088,5,727.0,21.67,2.8615,484.0,7.75,2.6848,2155.0,True
引发,引發,yǐnfā,ㄧㄣˇ ㄈㄚ,to lead to; to trigger; to initiate; to cause; to evoke (emotions),6,动,951997,2094,6,453.0,13.5,2.6561,378.0,6.05,2.5775,2423.0,True
证实,證實,zhèngshí,ㄓㄥˋ ㄕˊ,to confirm (sth to be true); to verify,6,动,951601,2096,6,1003.0,29.9,3.0013,748.0,11.98,2.8739,1909.0,True
呆,獃,dāi,ㄉㄞ,foolish; stupid; expressionless; blank; variant of 待[dai1]; foolish; stupid (variant of 呆[dai1]); expressionless; blank (variant of 呆[dai1]),6,形,949165,2104,6,6983.0,208.16,3.844,3072.0,49.21,3.4874,476.0,True
主管,主管,zhǔguǎn,ㄓㄨˇ ㄍㄨㄢˇ,in charge; responsible for; person in charge; manager,6,动、名,942510,2111,6,750.0,22.36,2.8751,493.0,7.9,2.6928,2132.0,True
曲,麴,qǔ,ㄑㄩ,"surname Qu; bent; crooked; wrong; variant of 麴|曲[qu1]; fermentation starter; leaven (molds, yeasts or bacteria used in fermenting soy products or brewing etc); Taiwan pr. [qu2]; tune; song; CL:支[zhi1]",6,名,939018,2115,6,948.0,28.26,2.9768,521.0,8.35,2.7168,1955.0,True
公众,公眾,gōngzhòng,ㄍㄨㄥ ㄓㄨㄥˋ,public,6,名,938790,2117,6,842.0,25.1,2.9253,598.0,9.58,2.7767,2047.0,True
犯,犯,fàn,ㄈㄢˋ,to violate; to offend; to assault; criminal; crime; to make a mistake; recurrence (of mistake or sth bad),6,动,936392,2124,6,4145.0,123.56,3.6175,2460.0,39.4,3.3909,737.0,True
限,限,xiàn,ㄒㄧㄢˋ,to limit; to restrict; (bound form) limit; bound,6,动,935162,2127,6,161.0,4.8,2.2068,136.0,2.18,2.1335,2715.0,True
免疫,免疫,miǎnyì,ㄇㄧㄢˇ ㄧˋ,immunity (to disease),6,动,930423,2132,6,230.0,6.86,2.3617,151.0,2.42,2.179,2646.0,True
呈现,呈現,chéngxiàn,ㄔㄥˊ ㄒㄧㄢˋ,to appear; to emerge; to present (a certain appearance); to demonstrate,6,动,928095,2135,6,341.0,10.16,2.5328,247.0,3.96,2.3927,2535.0,True
塔,墖,tǎ,ㄊㄚˇ,"pagoda (abbr. for 塔婆[ta3 po2], a loanword from Sanskrit stūpa); tower; pylon (CL:座[zuo4]); (loanword) (pastry) tart; old variant of 塔[ta3]",6,名,927739,2138,6,1399.0,41.7,3.1458,607.0,9.72,2.7832,1615.0,True
电力,電力,diànlì,ㄉㄧㄢˋ ㄌㄧˋ,electrical power; electricity,6,名,925730,2143,6,382.0,11.39,2.5821,214.0,3.43,2.3304,2494.0,True
一阵,一陣,yízhèn,ㄧ ㄓㄣˋ,a burst; a fit; a peal; a spell (period of time),6,数量,924382,2146,6,499.0,14.87,2.6981,431.0,6.9,2.6345,2377.0,True
大概,大概,dàgài,ㄉㄚˋ ㄍㄞˋ,roughly; probably; rough; approximate; about; general idea,3（6）,形、副、（名）,922927,2151,3,4804.0,143.2,3.6816,2625.0,42.05,3.4191,660.0,True
财产,財產,cáichǎn,ㄘㄞˊ ㄔㄢˇ,property; assets; estate; CL:筆|笔[bi3],6,名,921377,2152,6,918.0,27.36,2.9628,624.0,10.0,2.7952,1977.0,True
枪,鎗,qiāng,ㄑㄧㄤ,"surname Qiang; gun; firearm; rifle; spear; thing with shape or function similar to a gun; CL:支[zhi1],把[ba3],桿|杆[gan3],條|条[tiao2],枝[zhi1]; to substitute for another person in a test; to knock; classifier for rifle shots; variant of 槍|枪[qiang1]; rifle; spear",6,名,920184,2156,6,11850.0,353.24,4.0737,2630.0,42.13,3.42,297.0,True
强化,強化,qiánghuà,ㄑㄧㄤˊ ㄏㄨㄚˋ,to strengthen; to intensify,6,动,919817,2157,6,72.0,2.15,1.8573,48.0,0.77,1.6812,2804.0,True
血管,血管,xuèguǎn,ㄒㄩㄝˋ ㄍㄨㄢˇ,vein; artery; CL:根[gen1],6,名,908978,2169,6,316.0,9.42,2.4997,219.0,3.51,2.3404,2560.0,True
两岸,兩岸,liǎng'àn,ㄌㄧㄤˇ ㄢˋ,bilateral; both shores; both sides; both coasts; Taiwan and mainland,6,名,906254,2172,6,6.0,0.18,0.7782,5.0,0.08,0.699,2870.0,True
无疑,無疑,wúyí,ㄨˊ ㄧˊ,undoubtedly; without doubt; for sure,6,动,903402,2177,6,330.0,9.84,2.5185,278.0,4.45,2.444,2546.0,True
州,州,zhōu,ㄓㄡ,prefecture; (old) province; (old) administrative division; state (e.g. of US); oblast (Russia); canton (Switzerland),6,名,903360,2178,6,2116.0,63.08,3.3255,1104.0,17.68,3.043,1243.0,True
造型,造型,zàoxíng,ㄗㄠˋ ㄒㄧㄥˊ,to model; to shape; appearance; style; design; form; pose,6,动、名,899460,2184,6,717.0,21.37,2.8555,268.0,4.29,2.4281,2164.0,True
局面,局面,júmiàn,ㄐㄩˊ ㄇㄧㄢˋ,aspect; phase; situation,6,名,897275,2187,6,442.0,13.18,2.6454,361.0,5.78,2.5575,2434.0,True
岛,島,dǎo,ㄉㄠˇ,"variant of 島|岛[dao3]; island; CL:個|个[ge4],座[zuo4]",6,名,895816,2190,6,2950.0,87.94,3.4698,852.0,13.65,2.9304,974.0,True
文艺,文藝,wényì,ㄨㄣˊ ㄧˋ,literature and art,6,名,893766,2198,6,23.0,0.69,1.3617,23.0,0.37,1.3617,2853.0,True
配套,配套,pèitào,ㄆㄟˋ ㄊㄠˋ,to form a complete set; compatible; matching; complementary,6,动,890262,2203,6,44.0,1.31,1.6435,40.0,0.64,1.6021,2832.0,True
祖国,祖國,zǔguó,ㄗㄨˇ ㄍㄨㄛˊ,motherland,6,名,889819,2204,6,280.0,8.35,2.4472,187.0,3.0,2.2718,2596.0,True
典型,典型,diǎnxíng,ㄉㄧㄢˇ ㄒㄧㄥˊ,model; typical case; archetype; typical; representative,6,名、形,888198,2210,6,534.0,15.92,2.7275,474.0,7.59,2.6758,2342.0,True
财富,財富,cáifù,ㄘㄞˊ ㄈㄨˋ,wealth; riches,6,名,887731,2212,6,468.0,13.95,2.6702,330.0,5.29,2.5185,2408.0,True
肥,肥,féi,ㄈㄟˊ,fat; fertile; loose-fitting or large; to fertilize; to become rich by illegal means; fertilizer; manure,6,形、动、名,885961,2219,6,952.0,28.38,2.9786,530.0,8.49,2.7243,1952.0,True
考察,考察,kǎochá,ㄎㄠˇ ㄔㄚˊ,to inspect; to observe and study; on-the-spot investigation,6,动,885739,2220,6,139.0,4.14,2.143,104.0,1.67,2.017,2737.0,True
搭配,搭配,dāpèi,ㄉㄚ ㄆㄟˋ,to pair up; to match; to arrange in pairs; to add sth into a group,6,动、形,882725,2224,6,213.0,6.35,2.3284,163.0,2.61,2.2122,2663.0,True
归,歸,guī,ㄍㄨㄟ,surname Gui; to return; to go back to; to give back to; (of a responsibility) to be taken care of by; to belong to; to gather together; (used between two identical verbs) despite; to marry (of a woman) (old); division on the abacus with a one-digit divisor,6,动、介,882547,2225,6,1372.0,40.9,3.1374,1031.0,16.51,3.0133,1633.0,True
落后,落後,luòhòu,ㄌㄨㄛˋ ㄏㄡˋ,to fall behind; to lag (in technology etc); backward; to retrogress,6,动、形,882214,2228,6,371.0,11.06,2.5694,278.0,4.45,2.444,2505.0,True
以往,以往,yǐwǎng,ㄧˇ ㄨㄤˇ,in the past; formerly,6,名,877659,2233,6,321.0,9.57,2.5065,289.0,4.63,2.4609,2555.0,True
机械,機械,jīxiè,ㄐㄧ ㄒㄧㄝˋ,machine; machinery; mechanical; (old) cunning; scheming,6,名、形,876316,2240,6,399.0,11.89,2.601,246.0,3.94,2.3909,2477.0,True
公民,公民,gōngmín,ㄍㄨㄥ ㄇㄧㄣˊ,citizen,6,名,875250,2242,6,719.0,21.43,2.8567,449.0,7.19,2.6522,2162.0,True
探索,探索,tànsuǒ,ㄊㄢˋ ㄙㄨㄛˇ,to explore; to probe,6,动,875137,2243,6,326.0,9.72,2.5132,240.0,3.84,2.3802,2550.0,True
基因,基因,jīyīn,ㄐㄧ ㄧㄣ,gene (loanword),6,名,872480,2247,6,661.0,19.7,2.8202,350.0,5.61,2.5441,2218.0,True
为止,為止,wéizhǐ,ㄨㄟˊ ㄓˇ,until; (used in combination with words like 到[dao4] or 至[zhi4] in constructs of the form 到...為止|到...为止),6,动,871867,2249,6,1726.0,51.45,3.237,1333.0,21.35,3.1248,1426.0,True
汇,滙,huì,ㄏㄨㄟˋ,to remit; to converge (of rivers); to exchange; class; collection; variant of 匯|汇[hui4],6,动,870912,2252,6,155.0,4.62,2.1903,113.0,1.81,2.0531,2721.0,True
指挥,指揮,zhǐhuī,ㄓˇ ㄏㄨㄟ,to conduct; to command; to direct; conductor (of an orchestra); CL:個|个[ge4],6,动、名,867639,2256,6,877.0,26.14,2.943,566.0,9.07,2.7528,2013.0,True
塞,塞,sāi,ㄙㄞ,to plug; to stop up; to stuff in; (bound form) a stopper; a cork; (bound form) strategic stronghold; (bound form) to block; to obstruct,6,动、名,862854,2268,6,1708.0,50.91,3.2325,1115.0,17.86,3.0473,1439.0,True
煤,煤,méi,ㄇㄟˊ,coal; CL:塊|块[kuai4],6,名,860367,2273,6,74.0,2.21,1.8692,48.0,0.77,1.6812,2802.0,True
青春,青春,qīngchūn,ㄑㄧㄥ ㄔㄨㄣ,youth; youthfulness,6,名,860052,2274,6,300.0,8.94,2.4771,242.0,3.88,2.3838,2576.0,True
遭到,遭到,zāodào,ㄗㄠ ㄉㄠˋ,to suffer; to meet with (sth unfortunate),6,动,859102,2279,6,526.0,15.68,2.721,413.0,6.62,2.616,2350.0,True
原本,原本,yuánběn,ㄩㄢˊ ㄅㄣˇ,originally; original,6,副,859093,2280,6,594.0,17.71,2.7738,487.0,7.8,2.6875,2282.0,True
一辈子,一輩子,yíbèizi,ㄧ ㄅㄟˋ ㄗ˙,(for) a lifetime,6,名,857789,2284,6,1347.0,40.15,3.1294,1068.0,17.11,3.0286,1651.0,True
